1,2,3,4,5,6,7,8
0.9591837,0.9591837,0.9591837,0.9591837,0.9591837,0.9591837,0.9591837,0.9591837
0.82857144,0.82857144,0.82857144,0.82857144,0.82857144,0.82857144,0.82857144,0.82857144
0.83673465,0.83673465,0.83673465,0.83673465,0.83673465,0.83673465,0.83673465,0.83673465
0.8816326,0.8816326,0.8816326,0.8816326,0.8816326,0.8816326,0.8816326,0.8816326
0.8938776,0.8938776,0.8938776,0.8938776,0.8938776,0.8938776,0.8938776,0.8938776
0.98367345,0.98367345,0.98367345,0.98367345,0.98367345,0.98367345,0.98367345,0.98367345
0.8612245,0.8612245,0.8612245,0.8612245,0.8612245,0.8612245,0.8612245,0.8612245
0.97551024,0.97551024,0.97551024,0.97551024,0.97551024,0.97551024,0.97551024,0.97551024
0.07651007,0.07651007,0.07651007,0.07651007,0.07651007,0.07651007,0.07651007,0.07651007
0.0885906,0.0885906,0.0885906,0.0885906,0.0885906,0.0885906,0.0885906,0.0885906
0.17315437,0.17315437,0.17315437,0.17315437,0.17315437,0.17315437,0.17315437,0.17315437
0.11543624,0.11543624,0.11543624,0.11543624,0.11543624,0.11543624,0.11543624,0.11543624
0.102013424,0.102013424,0.102013424,0.102013424,0.102013424,0.102013424,0.102013424,0.102013424
0.14496644,0.14496644,0.14496644,0.14496644,0.14496644,0.14496644,0.14496644,0.14496644
0.13959733,0.13959733,0.13959733,0.13959733,0.13959733,0.13959733,0.13959733,0.13959733
0.12348993,0.12348993,0.12348993,0.12348993,0.12348993,0.12348993,0.12348993,0.12348993
0.14899328,0.14899328,0.14899328,0.14899328,0.14899328,0.14899328,0.14899328,0.14899328
0.13691275,0.13691275,0.13691275,0.13691275,0.13691275,0.13691275,0.13691275,0.13691275
0.093959734,0.093959734,0.093959734,0.093959734,0.093959734,0.093959734,0.093959734,0.093959734
0.19731542,0.19731542,0.19731542,0.19731542,0.19731542,0.19731542,0.19731542,0.19731542
0.14630874,0.14630874,0.14630874,0.14630874,0.14630874,0.14630874,0.14630874,0.14630874
0.17986576,0.17986576,0.17986576,0.17986576,0.17986576,0.17986576,0.17986576,0.17986576
0.0966443,0.0966443,0.0966443,0.0966443,0.0966443,0.0966443,0.0966443,0.0966443
0.05771812,0.05771812,0.05771812,0.05771812,0.05771812,0.05771812,0.05771812,0.05771812
0.084563754,0.084563754,0.084563754,0.084563754,0.084563754,0.084563754,0.084563754,0.084563754
0.18255034,0.18255034,0.18255034,0.18255034,0.18255034,0.18255034,0.18255034,0.18255034
0.0738255,0.0738255,0.0738255,0.0738255,0.0738255,0.0738255,0.0738255,0.0738255
0.1919463,0.1919463,0.1919463,0.1919463,0.1919463,0.1919463,0.1919463,0.1919463
0.1624161,0.1624161,0.1624161,0.1624161,0.1624161,0.1624161,0.1624161,0.1624161
0.116778515,0.116778515,0.116778515,0.116778515,0.116778515,0.116778515,0.116778515,0.116778515
0.06308725,0.06308725,0.06308725,0.06308725,0.06308725,0.06308725,0.06308725,0.06308725
0.10738255,0.10738255,0.10738255,0.10738255,0.10738255,0.10738255,0.10738255,0.10738255
0.17181209,0.17181209,0.17181209,0.17181209,0.17181209,0.17181209,0.17181209,0.17181209
0.13020134,0.13020134,0.13020134,0.13020134,0.13020134,0.13020134,0.13020134,0.13020134
0.17718121,0.17718121,0.17718121,0.17718121,0.17718121,0.17718121,0.17718121,0.17718121
0.16778524,0.16778524,0.16778524,0.16778524,0.16778524,0.16778524,0.16778524,0.16778524
0.16644296,0.16644296,0.16644296,0.16644296,0.16644296,0.16644296,0.16644296,0.16644296
0.1409396,0.1409396,0.1409396,0.1409396,0.1409396,0.1409396,0.1409396,0.1409396
0.12214766,0.12214766,0.12214766,0.12214766,0.12214766,0.12214766,0.12214766,0.12214766
0.1785235,0.1785235,0.1785235,0.1785235,0.1785235,0.1785235,0.1785235,0.1785235
0.119463086,0.119463086,0.119463086,0.119463086,0.119463086,0.119463086,0.119463086,0.119463086
0.15167785,0.15167785,0.15167785,0.15167785,0.15167785,0.15167785,0.15167785,0.15167785
0.11409396,0.11409396,0.11409396,0.11409396,0.11409396,0.11409396,0.11409396,0.11409396
0.13825503,0.13825503,0.13825503,0.13825503,0.13825503,0.13825503,0.13825503,0.13825503
0.059060406,0.059060406,0.059060406,0.059060406,0.059060406,0.059060406,0.059060406,0.059060406
0.18791947,0.18791947,0.18791947,0.18791947,0.18791947,0.18791947,0.18791947,0.18791947
0.061744966,0.061744966,0.061744966,0.061744966,0.061744966,0.061744966,0.061744966,0.061744966
0.1932886,0.1932886,0.1932886,0.1932886,0.1932886,0.1932886,0.1932886,0.1932886
0.068456374,0.068456374,0.068456374,0.068456374,0.068456374,0.068456374,0.068456374,0.068456374
0.1328859,0.1328859,0.1328859,0.1328859,0.1328859,0.1328859,0.1328859,0.1328859
0.09932886,0.09932886,0.09932886,0.09932886,0.09932886,0.09932886,0.09932886,0.09932886
0.17046979,0.17046979,0.17046979,0.17046979,0.17046979,0.17046979,0.17046979,0.17046979
0.18657717,0.18657717,0.18657717,0.18657717,0.18657717,0.18657717,0.18657717,0.18657717
0.08322147,0.08322147,0.08322147,0.08322147,0.08322147,0.08322147,0.08322147,0.08322147
0.18389262,0.18389262,0.18389262,0.18389262,0.18389262,0.18389262,0.18389262,0.18389262
0.12483221,0.12483221,0.12483221,0.12483221,0.12483221,0.12483221,0.12483221,0.12483221
0.12885907,0.12885907,0.12885907,0.12885907,0.12885907,0.12885907,0.12885907,0.12885907
0.15033558,0.15033558,0.15033558,0.15033558,0.15033558,0.15033558,0.15033558,0.15033558
0.14228188,0.14228188,0.14228188,0.14228188,0.14228188,0.14228188,0.14228188,0.14228188
0.15838926,0.15838926,0.15838926,0.15838926,0.15838926,0.15838926,0.15838926,0.15838926
0.0818792,0.0818792,0.0818792,0.0818792,0.0818792,0.0818792,0.0818792,0.0818792
0.07919463,0.07919463,0.07919463,0.07919463,0.07919463,0.07919463,0.07919463,0.07919463
0.17583892,0.17583892,0.17583892,0.17583892,0.17583892,0.17583892,0.17583892,0.17583892
0.15302013,0.15302013,0.15302013,0.15302013,0.15302013,0.15302013,0.15302013,0.15302013
0.13422818,0.13422818,0.13422818,0.13422818,0.13422818,0.13422818,0.13422818,0.13422818
0.15704699,0.15704699,0.15704699,0.15704699,0.15704699,0.15704699,0.15704699,0.15704699
0.06442954,0.06442954,0.06442954,0.06442954,0.06442954,0.06442954,0.06442954,0.06442954
0.077852346,0.077852346,0.077852346,0.077852346,0.077852346,0.077852346,0.077852346,0.077852346
0.1261745,0.1261745,0.1261745,0.1261745,0.1261745,0.1261745,0.1261745,0.1261745
0.16912751,0.16912751,0.16912751,0.16912751,0.16912751,0.16912751,0.16912751,0.16912751
0.12080537,0.12080537,0.12080537,0.12080537,0.12080537,0.12080537,0.12080537,0.12080537
0.08993288,0.08993288,0.08993288,0.08993288,0.08993288,0.08993288,0.08993288,0.08993288
0.17449665,0.17449665,0.17449665,0.17449665,0.17449665,0.17449665,0.17449665,0.17449665
0.16510066,0.16510066,0.16510066,0.16510066,0.16510066,0.16510066,0.16510066,0.16510066
0.10604026,0.10604026,0.10604026,0.10604026,0.10604026,0.10604026,0.10604026,0.10604026
0.16375838,0.16375838,0.16375838,0.16375838,0.16375838,0.16375838,0.16375838,0.16375838
0.06979866,0.06979866,0.06979866,0.06979866,0.06979866,0.06979866,0.06979866,0.06979866
0.1557047,0.1557047,0.1557047,0.1557047,0.1557047,0.1557047,0.1557047,0.1557047
0.18926175,0.18926175,0.18926175,0.18926175,0.18926175,0.18926175,0.18926175,0.18926175
0.07516779,0.07516779,0.07516779,0.07516779,0.07516779,0.07516779,0.07516779,0.07516779
0.15436241,0.15436241,0.15436241,0.15436241,0.15436241,0.15436241,0.15436241,0.15436241
0.11275168,0.11275168,0.11275168,0.11275168,0.11275168,0.11275168,0.11275168,0.11275168
0.14362416,0.14362416,0.14362416,0.14362416,0.14362416,0.14362416,0.14362416,0.14362416
0.09261745,0.09261745,0.09261745,0.09261745,0.09261745,0.09261745,0.09261745,0.09261745
0.07114093,0.07114093,0.07114093,0.07114093,0.07114093,0.07114093,0.07114093,0.07114093
0.09127517,0.09127517,0.09127517,0.09127517,0.09127517,0.09127517,0.09127517,0.09127517
0.09530201,0.09530201,0.09530201,0.09530201,0.09530201,0.09530201,0.09530201,0.09530201
0.07248322,0.07248322,0.07248322,0.07248322,0.07248322,0.07248322,0.07248322,0.07248322
0.10469799,0.10469799,0.10469799,0.10469799,0.10469799,0.10469799,0.10469799,0.10469799
0.19463088,0.19463088,0.19463088,0.19463088,0.19463088,0.19463088,0.19463088,0.19463088
0.19060403,0.19060403,0.19060403,0.19060403,0.19060403,0.19060403,0.19060403,0.19060403
0.08053692,0.08053692,0.08053692,0.08053692,0.08053692,0.08053692,0.08053692,0.08053692
0.19597316,0.19597316,0.19597316,0.19597316,0.19597316,0.19597316,0.19597316,0.19597316
0.13154362,0.13154362,0.13154362,0.13154362,0.13154362,0.13154362,0.13154362,0.13154362
0.19865772,0.19865772,0.19865772,0.19865772,0.19865772,0.19865772,0.19865772,0.19865772
0.18120804,0.18120804,0.18120804,0.18120804,0.18120804,0.18120804,0.18120804,0.18120804
0.12751678,0.12751678,0.12751678,0.12751678,0.12751678,0.12751678,0.12751678,0.12751678
0.13557047,0.13557047,0.13557047,0.13557047,0.13557047,0.13557047,0.13557047,0.13557047
0.11812081,0.11812081,0.11812081,0.11812081,0.11812081,0.11812081,0.11812081,0.11812081
0.06040268,0.06040268,0.06040268,0.06040268,0.06040268,0.06040268,0.06040268,0.06040268
0.10067115,0.10067115,0.10067115,0.10067115,0.10067115,0.10067115,0.10067115,0.10067115
0.103355706,0.103355706,0.103355706,0.103355706,0.103355706,0.103355706,0.103355706,0.103355706
0.147651,0.147651,0.147651,0.147651,0.147651,0.147651,0.147651,0.147651
0.15973154,0.15973154,0.15973154,0.15973154,0.15973154,0.15973154,0.15973154,0.15973154
0.1114094,0.1114094,0.1114094,0.1114094,0.1114094,0.1114094,0.1114094,0.1114094
0.08590604,0.08590604,0.08590604,0.08590604,0.08590604,0.08590604,0.08590604,0.08590604
0.10872483,0.10872483,0.10872483,0.10872483,0.10872483,0.10872483,0.10872483,0.10872483
0.16107383,0.16107383,0.16107383,0.16107383,0.16107383,0.16107383,0.16107383,0.16107383
0.09798658,0.09798658,0.09798658,0.09798658,0.09798658,0.09798658,0.09798658,0.09798658
0.087248325,0.087248325,0.087248325,0.087248325,0.087248325,0.087248325,0.087248325,0.087248325
0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
0.0657718,0.0657718,0.0657718,0.0657718,0.0657718,0.0657718,0.0657718,0.0657718
0.1852349,0.1852349,0.1852349,0.1852349,0.1852349,0.1852349,0.1852349,0.1852349
0.049664427,0.049664427,0.049664427,0.049664427,0.049664427,0.049664427,0.049664427,0.049664427
